2014,TX,Closed by arrest,266
2014,TX,Closed without arrest,45
2014,TX,Open/No arrest,203
2014,VA,Closed by arrest,26
2014,VA,Closed without arrest,7
2014,VA,Open/No arrest,9
2014,wI,Closed by arrest,51
2014,wI,Closed without arrest,3
2014,wI,Open/No arrest,33
2015,AL,Closed by arrest,44
2015,AL,Closed without arrest,3
2015,AL,Open/No arrest,31
2015,AZ,Closed by arrest,46
2015,AZ,Closed without arrest,9
2015,AZ,Open/No arrest,61
2015,CA,Closed by arrest,358
2015,CA,Closed without arrest,25
2015,CA,Open/No arrest,287
2015,CO,Closed by arrest,23
2015,CO,Closed without arrest,7
2015,CO,Open/No arrest,23
2015,DC,Closed by arrest,80
2015,DC,Closed without arrest,10
2015,DC,Open/No arrest,72
2015,FL,Closed by arrest,85
2015,FL,Closed without arrest,19
2015,FL,Open/No arrest,110
2015,GA,Closed by arrest,83
2015,GA,Closed without arrest,8
2015,GA,Open/No arrest,46
2015,IL,Closed by arrest,120
2015,IL,Closed without arrest,20
2015,IL,Open/No arrest,347
2015,IN,Closed by arrest,86
2015,IN,Closed without arrest,9
2015,IN,Open/No arrest,49
2015,KY,Closed by arrest,37
2015,KY,Open/No arrest,44
2015,LA,Closed by arrest,81
2015,LA,Closed without arrest,17
2015,LA,Open/No arrest,131
2015,MA,Closed by arrest,20
2015,MA,Open/No arrest,19
2015,MD,Closed by arrest,87
2015,MD,Closed without arrest,14
2015,MD,Open/No arrest,241
2015,MI,Closed by arrest,139
2015,MI,Open/No arrest,141
2015,MN,Closed by arrest,24
2015,MN,Closed without arrest,5
2015,MN,Open/No arrest,19
2015,MO,Closed by arrest,133
2015,MO,Closed without arrest,10
2015,MO,Open/No arrest,155
2015,NC,Closed by arrest,65
2015,NC,Closed without arrest,9
2015,NC,Open/No arrest,23
2015,NE,Closed by arrest,29
2015,NE,Closed without arrest,4
2015,NE,Open/No arrest,17
2015,NM,Closed by arrest,29
2015,NM,Closed without arrest,11
2015,NM,Open/No arrest,10
2015,NV,Closed by arrest,73
2015,NV,Closed without arrest,16
2015,NV,Open/No arrest,42
2015,NY,Closed by arrest,18
2015,NY,Open/No arrest,23
2015,OH,Closed by arrest,70
2015,OH,Closed without arrest,8
2015,OH,Open/No arrest,58
2015,OK,Closed by arrest,75
2015,OK,Closed without arrest,10
2015,OK,Open/No arrest,42
2015,PA,Closed by arrest,150
2015,PA,Closed without arrest,4
2015,PA,Open/No arrest,183
2015,TN,Closed by arrest,141
2015,TN,Closed without arrest,14
2015,TN,Open/No arrest,61
2015,TX,Closed by arrest,301
2015,TX,Closed without arrest,47
2015,TX,Open/No arrest,237
2015,VA,Closed by arrest,32
2015,VA,Open/No arrest,10
2015,wI,Closed by arrest,82
2015,wI,Closed without arrest,7
2015,wI,Open/No arrest,57
2016,AL,Closed by arrest,59
2016,AL,Closed without arrest,2
2016,AL,Open/No arrest,30
2016,AZ,Closed by arrest,51
2016,AZ,Closed without arrest,17
2016,AZ,Open/No arrest,78
2016,CA,Closed by arrest,372
2016,CA,Closed without arrest,11
2016,CA,Open/No arrest,329
2016,CO,Closed by arrest,21
2016,CO,Closed without arrest,11
2016,CO,Open/No arrest,25
2016,DC,Closed by arrest,62
2016,DC,Closed without arrest,2
2016,DC,Open/No arrest,71
2016,FL,Closed by arrest,78
2016,FL,Closed without arrest,24
2016,FL,Open/No arrest,100
2016,GA,Closed by arrest,75
2016,GA,Closed without arrest,4
2016,GA,Open/No arrest,69
2016,IL,Closed by arrest,110
2016,IL,Closed without arrest,15
2016,IL,Open/No arrest,640
2016,IN,Closed by arrest,57
2016,IN,Closed without arrest,6
2016,IN,Open/No arrest,87
2016,KY,Closed by arrest,67
2016,KY,Open/No arrest,50
2016,LA,Closed by arrest,69
2016,LA,Closed without arrest,6
2016,LA,Open/No arrest,145
2016,MA,Closed by arrest,21
2016,MA,Open/No arrest,25
2016,MD,Closed by arrest,72
2016,MD,Closed without arrest,5
2016,MD,Open/No arrest,243
2016,MI,Closed by arrest,131
2016,MI,Open/No arrest,169
2016,MN,Closed by arrest,15
2016,MN,Closed without arrest,1
2016,MN,Open/No arrest,18
2016,MO,Closed by arrest,112
2016,MO,Closed without arrest,19
2016,MO,Open/No arrest,178
2016,NC,Closed by arrest,68
2016,NC,Closed without arrest,3
2016,NC,Open/No arrest,37
2016,NE,Closed by arrest,19
2016,NE,Open/No arrest,10
2016,NM,Closed by arrest,38
2016,NM,Closed without arrest,8
2016,NM,Open/No arrest,17
2016,NV,Closed by arrest,91
2016,NV,Closed without arrest,14
2016,NV,Open/No arrest,53
2016,NY,Closed by arrest,212
2016,NY,Closed without arrest,11
2016,NY,Open/No arrest,157
2016,OH,Closed by arrest,82
2016,OH,Closed without arrest,7
2016,OH,Open/No arrest,77
2016,OK,Closed by arrest,64
2016,OK,Closed without arrest,9
2016,OK,Open/No arrest,67
2016,PA,Closed by arrest,115
2016,PA,Closed without arrest,6
2016,PA,Open/No arrest,215
2016,TN,Closed by arrest,175
2016,TN,Closed without arrest,7
2016,TN,Open/No arrest,97
2016,TX,Closed by arrest,278
2016,TX,Closed without arrest,42
2016,TX,Open/No arrest,360
2016,VA,Closed by arrest,34
2016,VA,Closed without arrest,4
2016,VA,Open/No arrest,22
2016,wI,Closed by arrest,83
2016,wI,Closed without arrest,4
2016,wI,Open/No arrest,52
2017,AL,Closed by arrest,45
2017,AL,Closed without arrest,1
2017,AL,Open/No arrest,52
2017,AZ,Closed by arrest,68
2017,AZ,Closed without arrest,4
2017,AZ,Open/No arrest,89
2017,CA,Closed by arrest,267
2017,CA,Closed without arrest,20
2017,CA,Open/No arrest,271
2017,CO,Closed by arrest,3
2017,CO,Open/No arrest,5
2017,FL,Closed by arrest,75
2017,FL,Closed without arrest,17
2017,FL,Open/No arrest,139
2017,GA,Closed by arrest,7
2017,GA,Closed without arrest,2
2017,GA,Open/No arrest,10
2017,IL,Closed by arrest,56
2017,IL,Closed without arrest,19
2017,IL,Open/No arrest,579
2017,IN,Closed by arrest,64
2017,IN,Closed without arrest,7
2017,IN,Open/No arrest,84
2017,KY,Closed by arrest,52
2017,KY,Open/No arrest,53
2017,LA,Closed by arrest,89
2017,LA,Closed without arrest,7
2017,LA,Open/No arrest,154
2017,MA,Closed by arrest,22
2017,MA,Open/No arrest,32
2017,MD,Closed by arrest,93
2017,MD,Closed without arrest,11
2017,MD,Open/No arrest,236
2017,MI,Closed by arrest,127
2017,MI,Open/No arrest,139
2017,MN,Closed by arrest,3
2017,MN,Open/No arrest,4
2017,MO,Closed by arrest,139
2017,MO,Closed without arrest,11
2017,MO,Open/No arrest,202
2017,NC,Closed by arrest,58
2017,NC,Closed without arrest,2
2017,NC,Open/No arrest,29
2017,NE,Closed by arrest,20
2017,NE,Open/No arrest,9
2017,NM,Closed by arrest,38
2017,NM,Closed without arrest,2
2017,NM,Open/No arrest,35
2017,NV,Closed by arrest,76
2017,NV,Closed without arrest,69
2017,NV,Open/No arrest,72
2017,NY,Closed by arrest,189
2017,NY,Closed without arrest,7
2017,NY,Open/No arrest,127
2017,OH,Closed by arrest,84
2017,OH,Closed without arrest,10
2017,OH,Open/No arrest,117
2017,OK,Closed by arrest,22
2017,OK,Open/No arrest,32
2017,PA,Closed by arrest,21
2017,PA,Open/No arrest,38
2017,TN,Closed by arrest,148
2017,TN,Closed without arrest,14
2017,TN,Open/No arrest,128
2017,TX,Closed by arrest,98
2017,TX,Closed without arrest,25
2017,TX,Open/No arrest,201
2017,wI,Closed by arrest,74
2017,wI,Closed without arrest,3
2017,wI,Open/No arrest,42
